Keyword,Listing Id,Image ID,Color MSKU?,Size MSKU?,Other Info,Quality,
dresses,2.32245E+11,https://i.ebayimg.com/images/g/1SEAAOSwlY1ZFpdg/s-l1600.png,Yes,Yes,,No,m
dresses,2.32245E+11,https://i.ebayimg.com/images/g/614AAOSw3v5YqMJD/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.32245E+11,https://i.ebayimg.com/images/g/jXIAAOSwWxNYqMMS/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.32245E+11,https://i.ebayimg.com/images/g/k-QAAOSwWxNYqMNK/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.32245E+11,https://i.ebayimg.com/images/g/iYMAAOSwCU1YqMNc/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.32245E+11,https://i.ebayimg.com/images/g/gfsAAOSwr~lYqMNr/s-l1600.jpg,Yes,Yes,,No,z
dresses,2.32245E+11,https://i.ebayimg.com/images/g/7fAAAOSwB-1YqMN9/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.32245E+11,https://i.ebayimg.com/images/g/yS0AAOSw32lYqMOy/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.32245E+11,https://i.ebayimg.com/images/g/o~QAAOSwWxNYqMPN/s-l1600.jpg,Yes,Yes,,No,
dresses,2.32245E+11,https://i.ebayimg.com/images/g/5osAAOSwlMFZFpes/s-l1600.jpg,Yes,Yes,,Yes,
dresses,3.22973E+11,https://i.ebayimg.com/images/g/ur4AAOSwry1aJ57w/s-l1600.jpg,Yes,Yes,,No,
dresses,3.22973E+11,https://i.ebayimg.com/images/g/Xa4AAOSw4Z5aKjRA/s-l1600.jpg,Yes,Yes,,No,
dresses,3.22973E+11,https://i.ebayimg.com/images/g/nDkAAOSwRbtaJ576/s-l500.jpg,Yes,Yes,,No,
dresses,3.22973E+11,https://i.ebayimg.com/images/g/0u4AAOSwytJaJ58E/s-l1600.jpg,Yes,Yes,,No,
dresses,3.22973E+11,https://i.ebayimg.com/images/g/jLgAAOSwZlZaJ58L/s-l500.jpg,Yes,Yes,,No,
dresses,3.22973E+11,https://i.ebayimg.com/images/g/2bgAAOSwzXxaJ58T/s-l500.jpg,Yes,Yes,,No,
dresses,3.22973E+11,https://i.ebayimg.com/images/g/UDQAAOSwYc5aJ58a/s-l500.jpg,Yes,Yes,,No,
dresses,1.73052E+11,https://i.ebayimg.com/images/g/qzIAAOSw9hdaQIag/s-l1600.jpg,Yes,Yes,,No,
dresses,1.73052E+11,https://i.ebayimg.com/images/g/ey0AAOSwJtdaQIaj/s-l1600.jpg,Yes,Yes,Size Chart,No,s
dresses,1.73052E+11,https://i.ebayimg.com/images/g/jZAAAOSwcOFaQIam/s-l1600.jpg,Yes,Yes,,No,
dresses,1.73052E+11,https://i.ebayimg.com/images/g/2o8AAOSwW6BaQIap/s-l1600.jpg,Yes,Yes,,No,
dresses,1.73052E+11,https://i.ebayimg.com/images/g/gpAAAOSwLMlaQIar/s-l1600.jpg,Yes,Yes,,No,
dresses,1.73052E+11,https://i.ebayimg.com/images/g/v9IAAOSwzppaQIau/s-l1600.jpg,Yes,Yes,,no,
dresses,1.73052E+11,https://i.ebayimg.com/images/g/pikAAOSwevdaQIax/s-l1600.jpg,Yes,Yes,,No,
dresses,1.73052E+11,https://i.ebayimg.com/images/g/rIAAAOSw9hdaQIcm/s-l1600.jpg,Yes,Yes,,no,
dresses,2.63417E+11,https://i.ebayimg.com/images/g/cX0AAOSwSrNaTHBW/s-l1600.jpg,Yes,Yes,,No,
dresses,2.63417E+11,https://i.ebayimg.com/images/g/0ewAAOSwaSZaTHBR/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.63417E+11,https://i.ebayimg.com/images/g/YFcAAOSwVqlaTHBM/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.63417E+11,https://i.ebayimg.com/images/g/yeIAAOSwy~BaTHA7/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.63417E+11,https://i.ebayimg.com/images/g/j8QAAOSwGwlaTHAr/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.63417E+11,https://i.ebayimg.com/images/g/EPcAAOSwsYpaTHAm/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.63417E+11,https://i.ebayimg.com/images/g/hfgAAOSwY~1aTHAi/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.63417E+11,https://i.ebayimg.com/images/g/WtwAAOSwYwJaTHAS/s-l500.jpg,Yes,Yes,,No,
dresses,2.63417E+11,https://i.ebayimg.com/images/g/4kMAAOSwY~laTHAQ/s-l1600.jpg,Yes,Yes,,No,
dresses,2.22558E+11,https://i.ebayimg.com/images/g/6hMAAOSwLdBaQJQo/s-l1600.jpg,Yes,Yes,,No,
dresses,2.22558E+11,https://i.ebayimg.com/images/g/h9gAAOSwnVhaJ8lC/s-l1600.jpg,Yes,Yes,,No,
dresses,2.22558E+11,https://i.ebayimg.com/images/g/dlwAAOSwO7haJ8lD/s-l1600.jpg,Yes,Yes,,No,
dresses,2.22558E+11,https://i.ebayimg.com/images/g/DdMAAOSw8axaKghE/s-l1600.jpg,Yes,Yes,Size Chart,No,
dresses,2.22558E+11,https://i.ebayimg.com/images/g/v8EAAOSwBRFaQJQp/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.22558E+11,https://i.ebayimg.com/images/g/f4cAAOSw0exaNFLd/s-l1600.jpg,Yes,Yes,,No,
dresses,2.22558E+11,https://i.ebayimg.com/images/g/dA0AAOSwMQBaA3md/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.22558E+11,https://i.ebayimg.com/images/g/oCUAAOSwkLhaAKmd/s-l1600.jpg,Yes,Yes,,Yes,
dresses,2.22558E+11,https://i.ebayimg.com/images/g/hMQAAOSw0ehaA3mi/s-l1600.jpg,Yes,Yes,,Yes,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/TYoAAOSwDVtaT9mC/s-l1600.jpg,Yes,Yes,,No,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/iy0AAOSwHUhaCcj3/s-l1600.jpg,Yes,Yes,,Yes,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/pfgAAOSwNU1aCcj8/s-l1600.jpg,Yes,Yes,,Yes,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/z2AAAOSwYWdaCckA/s-l1600.jpg,Yes,Yes,,yes,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/B2YAAOSwUchaCckD/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/9IIAAOSwmBhaCckW/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/TwcAAOSworNaCcka/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/xnEAAOSwYVlaCcke/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/vSEAAOSwnCFaCcki/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/u0UAAOSwOA1aCckz/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/ZvMAAOSwR2RaCck4/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/BwMAAOSwdjdaCck-/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/JJ0AAOSws6ZaCclD/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/x9UAAOSwMQBaCclZ/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/nZoAAOSw9KhaCclc/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/o3QAAOSwWHBaCcle/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/tToAAOSweExaCclg/s-l1600.jpg,Yes,Yes,,y,
dresses,3.62031E+11,https://i.ebayimg.com/images/g/oiwAAOSwk-1aCcli/s-l1600.jpg,Yes,Yes,,y,
dresses,2.7281E+11,https://i.ebayimg.com/images/g/BvEAAOSwnn9ZlobM/s-l1600.jpg,Yes,Yes,,No,
dresses,2.7281E+11,https://i.ebayimg.com/images/g/SssAAOSw7GRZHA7~/s-l1600.jpg,Yes,Yes,,y,
dresses,2.7281E+11,https://i.ebayimg.com/images/g/XN4AAOSwfpVZHA7i/s-l1600.jpg,Yes,Yes,,No,
dresses,2.7281E+11,https://i.ebayimg.com/images/g/B2gAAOSwYvFZHA7o/s-l500.jpg,Yes,Yes,Size Chart,No,
dresses,2.7281E+11,https://i.ebayimg.com/images/g/0a8AAOSwlMFZHA76/s-l1600.jpg,Yes,Yes,,No,
dresses,2.7281E+11,https://i.ebayimg.com/images/g/Ks4AAOSwJBBZlobG/s-l1600.jpg,Yes,Yes,,No,
handbags,3.8204E+11,https://i.ebayimg.com/images/g/UyEAAOSwrddY7mtx/s-l1600.jpg,Yes,No,,No,
handbags,3.8204E+11,https://i.ebayimg.com/images/g/E8oAAOSw3utY7mtO/s-l1600.jpg,Yes,No,,No,
handbags,3.8204E+11,https://i.ebayimg.com/images/g/JlkAAOSwc-tY7mtU/s-l1600.jpg,Yes,No,,y,
handbags,3.8204E+11,https://i.ebayimg.com/images/g/B9UAAOSw~CFY7mta/s-l1600.jpg,Yes,No,,y,
handbags,3.8204E+11,https://i.ebayimg.com/images/g/5ysAAOSw4CFY7mt6/s-l1600.jpg,Yes,No,,No,
handbags,3.8204E+11,https://i.ebayimg.com/images/g/0qYAAOSww3tY7muB/s-l1600.jpg,Yes,No,,y,
handbags,3.8204E+11,https://i.ebayimg.com/images/g/KNoAAOSwc-tY7mti/s-l1600.jpg,Yes,No,,y,
handbags,3.8204E+11,https://i.ebayimg.com/images/g/DwQAAOSwls5Y7mtp/s-l1600.jpg,Yes,No,,y,
handbags,3.8204E+11,https://i.ebayimg.com/images/g/G6gAAOSw3utY7mtu/s-l1600.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/dagAAOSwzaJX3bFC/s-l1600.jpg,Yes,No,,No,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/-icAAOSwjVVVqX50/s-l500.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/-qcAAOSwjVVVqX56/s-l1600.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/De0AAOSw9N1VqX58/s-l500.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/xTAAAOSwmLlX3bFG/s-l500.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/OkgAAOSw8w1X3bFa/s-l1600.jpg,Yes,No,,No,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/jy4AAOSwLnBX3bGm/s-l1600.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/EyEAAOSw8gVX3bF0/s-l1600.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/F34AAOSwTA9X3bF4/s-l1600.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/xOcAAOSwOyJX3bF9/s-l1600.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/c6kAAOSwPCVX3bGA/s-l1600.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/ylkAAOSwVfxZvA0Z/s-l500.jpg,Yes,No,,y,
handbags,1.22138E+11,https://i.ebayimg.com/images/g/3mYAAOSwHnFVqX7h/s-l500.jpg,Yes,No,,y,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/ujoAAOSwqGlagQXd/s-l1600.jpg,Yes,No,,y,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/LTUAAOSwp7FagQXy/s-l1600.jpg,Yes,No,,y,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/vW8AAOSwYxBaLfTj/s-l1600.jpg,Yes,No,,y,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/h4QAAOSwy~BaLfTr/s-l1600.jpg,Yes,No,,No,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/hXEAAOSwh1paLfT1/s-l1600.jpg,Yes,No,,No,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/fdYAAOSwyGZaLfT-/s-l1600.jpg,Yes,No,,y,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/dLkAAOSwO7haLfUH/s-l1600.jpg,Yes,No,,y,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/ItQAAOSw5dlaLfUQ/s-l1600.jpg,Yes,No,Size Info,No,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/~scAAOSwH2VaLfUZ/s-l1600.jpg,Yes,No,,y,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/TI0AAOSwfVhaLfUh/s-l1600.jpg,Yes,No,,y,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/BC8AAOSwBkRaLfUr/s-l1600.jpg,Yes,No,,No,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/EXEAAOSwj99aLfUz/s-l1600.jpg,Yes,No,,y,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/v4gAAOSweLBagQU9/s-l1600.jpg,Yes,No,,no,
handbags,1.22855E+11,https://i.ebayimg.com/images/g/9ecAAOSwD59agQUo/s-l1600.jpg,Yes,No,,y,
handbags,1.22799E+11,https://i.ebayimg.com/images/g/TMMAAOSwjM5aA5nU/s-l1600.jpg,No,No,,no,
handbags,1.22799E+11,https://i.ebayimg.com/images/g/tg8AAOSwmudaA5cP/s-l1600.jpg,No,No,,y,
handbags,1.22799E+11,https://i.ebayimg.com/images/g/j2kAAOSw~HBaA5cQ/s-l1600.jpg,No,No,,no,
handbags,1.22799E+11,https://i.ebayimg.com/images/g/8bIAAOSwZlZaA5cP/s-l1600.jpg,No,No,,y,
handbags,1.22799E+11,https://i.ebayimg.com/images/g/-nUAAOSwdSRaA5cP/s-l1600.jpg,No,No,,no,
handbags,1.22799E+11,https://i.ebayimg.com/images/g/yyIAAOSwc6paA5cQ/s-l1600.jpg,No,No,,y,
handbags,1.22799E+11,https://i.ebayimg.com/images/g/cCkAAOSwBkRaA5cQ/s-l1600.jpg,No,No,,y,
handbags,1.22799E+11,https://i.ebayimg.com/images/g/oF0AAOSwDkVaA5cQ/s-l1600.jpg,No,No,,y,
handbags,3.23038E+11,https://i.ebayimg.com/images/g/UTUAAOSwealabuq9/s-l1600.jpg,No,No,,y,
handbags,3.23038E+11,https://i.ebayimg.com/images/g/rpkAAOSw-RhabuqZ/s-l1600.jpg,No,No,,y,
handbags,3.23038E+11,https://i.ebayimg.com/images/g/XTwAAOSwISRabuqk/s-l1600.jpg,No,No,,no,
handbags,3.23038E+11,https://i.ebayimg.com/images/g/Iq4AAOSwvGlabuqf/s-l1600.jpg,No,No,,y,
handbags,3.23038E+11,https://i.ebayimg.com/images/g/9SAAAOSwU91abuqx/s-l1600.jpg,No,No,,no,
handbags,3.23038E+11,https://i.ebayimg.com/images/g/-lMAAOSw6lRabuqr/s-l1600.jpg,No,No,,no,
handbags,3.23038E+11,https://i.ebayimg.com/images/g/yEIAAOSww85abuq2/s-l1600.jpg,No,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/cZQAAOSwRaRZsgxf/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/VGcAAOSwvflZSLfO/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/JzoAAOSwrfVZTLkb/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/rAMAAOSwwzhZXFHQ/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/QpMAAOSw9~5ZTIe6/s-l500.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/TsUAAOSwXetZUwf9/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/NGAAAOSwIQdZETVn/s-l1600.jpg,Yes,No,,y,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/urwAAOSw42JZETVp/s-l1600.jpg,Yes,No,,y,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/FhcAAOSwn-tZEVEM/s-l1600.jpg,Yes,No,,y,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/igsAAOSwaEhZEVD~/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/N4wAAOSwcgNZEVEG/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/iiMAAOSwaEhZEVEC/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/TdoAAOSwPh5ZEVEJ/s-l1600.jpg,Yes,No,,y,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/fv8AAOSwAPVZETV0/s-l1600.jpg,Yes,No,,y,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/gHYAAOSwAPVZETWr/s-l1600.jpg,Yes,No,,y,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/06UAAOSwoRBac9y5/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/jiQAAOSw9mpaH3rW/s-l1600.jpg,Yes,No,,no,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/dx0AAOSwPh5ZETYb/s-l1600.jpg,Yes,No,,y,
handbags,1.22486E+11,https://i.ebayimg.com/images/g/pzMAAOSw-3FZETYd/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/jiIAAOSwj9lZsjBa/s-l1600.jpg,Yes,No,,no,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/cWkAAOSw6YtZP0u5/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/pREAAOSwz71ZP0ue/s-l1600.jpg,Yes,No,,no,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/LpUAAOSw-29ZP0un/s-l1600.jpg,Yes,No,,no,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/EEsAAOSwDrNZP0vA/s-l1600.jpg,Yes,No,,no,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/d-YAAOSwiQ9ZP0uv/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/Le0AAOSw-29ZP0uU/s-l1600.jpg,Yes,No,,no,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/KgQAAOSwxg5Xzl0B/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/JP0AAOSwOdpXzl0R/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/oR4AAOSwTuJYqWSI/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/yusAAOSw~XpZQ2vL/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/x7oAAOSwCU1YqWQp/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/iFQAAOSwTuJYqWOo/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/LAIAAOSwxg5Xzl0c/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/JoIAAOSwOdpXzl0m/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/tjMAAOSwvzRXzl0-/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/1ZgAAOSw32lYqWTV/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/v08AAOSwd~RZQ2yJ/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/bO0AAOSwcj5ZSIV~/s-l1600.jpg,Yes,No,,y,
handbags,1.21983E+11,https://i.ebayimg.com/images/g/tH4AAOSwVJhZSIWM/s-l1600.jpg,Yes,No,,no,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/mKEAAOSwCglaf~AD/s-l1600.jpg,Yes,No,,no,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/4W0AAOSwmuVaf~AJ/s-l1600.jpg,Yes,No,,no,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/-94AAOSwzRFaf~AK/s-l1600.jpg,Yes,No,,y,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/AsEAAOSwlzRaf~Ai/s-l1600.jpg,Yes,No,,y,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/NEgAAOSwUg9af~Ay/s-l1600.jpg,Yes,No,,y,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/fHYAAOSwZW1af~A3/s-l1600.jpg,Yes,No,,y,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/-BcAAOSwxOFaf~A8/s-l1600.jpg,Yes,No,,no,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/gWYAAOSw9HFaf~BN/s-l1600.jpg,Yes,No,,y,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/PVIAAOSwQN5af~Bh/s-l1600.jpg,Yes,No,,y,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/HMEAAOSw35Naf~BT/s-l1600.jpg,Yes,No,,y,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/sqYAAOSwqfZaf~BY/s-l1600.jpg,Yes,No,,no,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/iqcAAOSw-31af~Bd/s-l1600.jpg,Yes,No,,no,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/mgsAAOSwSFJaf~Bo/s-l1600.jpg,Yes,No,,y,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/FdYAAOSwhiZaf~Bv/s-l1600.jpg,Yes,No,,y,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/wvUAAOSwkvFaf~B0/s-l1600.jpg,Yes,No,,no,
handbags,2.22834E+11,https://i.ebayimg.com/images/g/HMYAAOSw35Naf~B2/s-l1600.jpg,Yes,No,,no,
handbags,3.1178E+11,https://i.ebayimg.com/images/g/lKAAAOSwe7BWw735/s-l1600.jpg,No,No,,no,
handbags,3.1178E+11,https://i.ebayimg.com/images/g/o9QAAOSwll1Ww73-/s-l1600.jpg,No,No,,y,
handbags,3.1178E+11,https://i.ebayimg.com/images/g/3ocAAOSwB4NWw74E/s-l1600.jpg,No,No,,no,
