Image,Quality(y/n/na),Extra Details(Optional),Please remove erroneous images from the list. If you see some car/dresses/trucks etc
https://i.ebayimg.com/thumbs/images/m/mWhscDLWU9L9hIa1NjXPI2A/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/miIW0jiw1bKEcLemjFYnQtw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mv0LMFzujRfNB3QCyebnfvA/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/iBsAAOSwG-1WyMly/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/m6VKGyEUTTcEn2YNSUiNSMA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/5aEAAOSwwAdZ8mXw/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/Up0AAOSw8hhapdls/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/GUQAAOSwRE5aUJOh/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/07gAAOSw~T9aVqLn/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mOFaHaP8O8ZlO_KoieiYi4A/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mJBjSNECDSrinsRwZLLOJ4Q/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mQ1cs7celbHupg98hiNkCJA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mxt9BOMDLbpmhXjTgpyQfmA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/FlAAAOSwKfVXGH~W/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/t9oAAOSw8vNaXi-W/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/RnYAAOSw5ZtaWpzY/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/8FAAAOSwhQBakiFy/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mXzCyrUFzBqXUzp0lY0WAmw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/sugAAOSw6H5alMwB/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/aJkAAOSwgspZrxoh/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mM2x6JTvH7y56ykcjo_l6Nw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mSc-NgMQ0fo6qD-6X-zrmlA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/~CQAAOSwSwVaYhyy/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mbU-ilzSbK8vT7bufeebwFQ/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/umAAAOSw8hhapYrU/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/IkgAAOSwBoxak4Sv/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/gVoAAOSwOn1aiVyc/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/610AAOSwUg9aW6hN/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/x3AAAOSwXhZZ4PA~/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/ER8AAOSw86JaUZjG/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/1sgAAOSwwf9alwvw/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mjJ0P6dCKnltfdPzmVKUTgA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/j-MAAOSwNZdahnRo/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/n78AAOSwYJNaqOgI/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mXCw4dIb42slRbDm0KCkeSQ/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mPFkkR-r1mDZfR8r7xgPDKA/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mNWRjs46gBAuPuRsgcVEe9w/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mimMCogueGKa792ABBs0Rgw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/WO8AAOSwa2ZajyPI/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/utMAAOSw5WVal0I-/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/m1N8Csi1q2pYZhuhfdXyM9w/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/myYs4oeV_M7yD4992rdYcdQ/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/YwIAAOSw-eVZ6KOZ/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/m3fAMvbf7MOdRTnjud-WtUw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/m-jc3sWH_8t4aM2wV4ySO2g/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/m4amOkAjqIIuWaqWkqpE-Vg/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mx3Gh5hC-3Qcwojhq7Ca6yg/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/T7gAAOSwzoJany06/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mkkPJSvh6C8fSbv8gaUW7VA/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mThAClCTM3tyO8x_5Tmq0rA/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/pYYAAOSwgZ1XvM06/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mH_xp28vmYbEJs_maByjGwg/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/HZQAAOSw-3FZKSOA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mwNEoTpRa0YHMpdHiEgUGCQ/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/jf0AAOSw5i5apnFR/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/m2cGvOp3qmq-3z9DydXtu1Q/s-l225.jpg,na,,
https://i.ebayimg.com/thumbs/images/m/mfQ-XoVvVU16XcxSV9j90cg/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mSD1P8FZFSiJfp4k9-pjT7w/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/XNUAAOSw~jJaoUez/s-l225.jpg,na,,
https://i.ebayimg.com/thumbs/images/m/msa81OzHpvkOqpKE4lrr8oA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mzlFvksDZvsKV-zhjqalWBg/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mK10x90OfDWxrRdEI5kdJ8w/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mLWAxWehJhZ6FxW0Z_vE36Q/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mlE6cXI_ptvsaKauK9BnClw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mJCq6VIlaaunMPwcXn2HcSw/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mwNsDmwHaqh6tcvLwPJ2Kaw/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/msgzhbpu4zTfFwkUoaE0m9w/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/uqYAAOSw6lRac5Es/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mPofUGF6aVujByWnZ8hUpIw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/aH4AAOSwqVdaqVjU/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/Ga8AAOSwoupaqWND/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mefRkAtYQdMnJi7hg_TT4Lw/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/miIW0jiw1bKEcLemjFYnQtw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mv0LMFzujRfNB3QCyebnfvA/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/iBsAAOSwG-1WyMly/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/m6VKGyEUTTcEn2YNSUiNSMA/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mSVlY7Ma9XGXZSFCdrmmjRQ/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/eQ0AAOSwDdlaqH9V/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/1u4AAOSwj99aS5qU/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/m57GJARiISoIJgDeLvwgy0w/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/5aEAAOSwwAdZ8mXw/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/3sIAAOSwVWFaqVkQ/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/Up0AAOSw8hhapdls/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/GUQAAOSwRE5aUJOh/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mKhLkudqn3brCRLjth1v5Yg/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/WtwAAOSwoydWlSgU/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/X98AAOSwcUBYUPSw/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mOFaHaP8O8ZlO_KoieiYi4A/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mxt9BOMDLbpmhXjTgpyQfmA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mUTTU0g7Rdaj3P4Vxx4WvbQ/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/1sgAAOSwwf9alwvw/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mDrrwpsM17CpSh7xBXbcRlg/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/8FAAAOSwhQBakiFy/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mXzCyrUFzBqXUzp0lY0WAmw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mimMCogueGKa792ABBs0Rgw/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/sugAAOSw6H5alMwB/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mSc-NgMQ0fo6qD-6X-zrmlA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/~CQAAOSwSwVaYhyy/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/80AAAOSwtc1aqTkq/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mbU-ilzSbK8vT7bufeebwFQ/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/BYAAAOSwjytaYM0u/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/b3gAAOSwcN1aexlz/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/umAAAOSw8hhapYrU/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/IkgAAOSwBoxak4Sv/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/gVoAAOSwOn1aiVyc/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/x3AAAOSwXhZZ4PA~/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/ER8AAOSw86JaUZjG/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/hqoAAOSw4P1aqV3Y/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/07gAAOSw~T9aVqLn/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mjJ0P6dCKnltfdPzmVKUTgA/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/j-MAAOSwNZdahnRo/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/n78AAOSwYJNaqOgI/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/TR4AAOSwv~laqUHe/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mNWRjs46gBAuPuRsgcVEe9w/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/g/WO8AAOSwa2ZajyPI/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/utMAAOSw5WVal0I-/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/mU75nM7tR4h35oUz6HrbQrg/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/m1N8Csi1q2pYZhuhfdXyM9w/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/mWhscDLWU9L9hIa1NjXPI2A/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/m/m1tQtE7KRqW64odztsSHisg/s-l225.jpg,y,,
https://i.ebayimg.com/thumbs/images/g/jf0AAOSw5i5apnFR/s-l225.jpg,n,,
https://i.ebayimg.com/thumbs/images/m/m2cGvOp3qmq-3z9DydXtu1Q/s-l225.jpg,n/a,,
https://i.ebayimg.com/thumbs/images/m/mfQ-XoVvVU16XcxSV9j90cg/s-l225.jpg,n,,
